timestamp,open,high,low,close,volume,close_time,quote_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2023-09-14 10:00:00+00:00,1618.75,1622.3,1617.19,1621.28,40661.63,2023-09-14 10:59:59.999000+00:00,65858890.84864,40607,21978.139,35600318.3224,0
2023-09-14 11:00:00+00:00,1621.28,1626.69,1620.9,1623.9,71533.521,2023-09-14 11:59:59.999000+00:00,116139839.31971,67107,38564.758,62613618.28718,0
2023-09-14 12:00:00+00:00,1623.89,1628.89,1615.85,1623.25,163227.457,2023-09-14 12:59:59.999000+00:00,264833723.70934,146912,75743.131,122913200.78311,0
2023-09-14 13:00:00+00:00,1623.25,1635.8,1620.01,1624.52,190830.977,2023-09-14 13:59:59.999000+00:00,310395060.78305,185250,93074.196,151412931.44343,0
2023-09-14 14:00:00+00:00,1624.52,1637.42,1621.76,1635.59,159953.512,2023-09-14 14:59:59.999000+00:00,260582827.29278,133414,82899.816,135090697.0857,0
2023-09-14 15:00:00+00:00,1635.59,1644.45,1628.11,1634.02,167453.696,2023-09-14 15:59:59.999000+00:00,273769701.44347,143513,84113.333,137566858.43916,0
2023-09-14 16:00:00+00:00,1634.02,1635.32,1625.4,1633.96,99026.428,2023-09-14 16:59:59.999000+00:00,161509749.976,87314,54601.214,89054359.96835,0
2023-09-14 17:00:00+00:00,1633.95,1637.48,1631.0,1636.01,62123.983,2023-09-14 17:59:59.999000+00:00,101527219.75163,62230,33196.241,54257585.34993,0
2023-09-14 18:00:00+00:00,1636.02,1644.16,1628.54,1628.77,100666.805,2023-09-14 18:59:59.999000+00:00,164584674.41387,100655,48460.15,79253875.23962,0
2023-09-14 19:00:00+00:00,1628.77,1635.62,1628.48,1635.14,43282.846,2023-09-14 19:59:59.999000+00:00,70637976.15572,48608,23991.425,39153639.12658,0
2023-09-14 20:00:00+00:00,1635.15,1637.42,1626.54,1626.54,46290.293,2023-09-14 20:59:59.999000+00:00,75526453.68359,49841,19148.379,31242803.29332,0
2023-09-14 21:00:00+00:00,1626.54,1629.18,1622.64,1626.53,39105.626,2023-09-14 21:59:59.999000+00:00,63595589.65177,47949,18559.065,30186124.31235,0
2023-09-14 22:00:00+00:00,1626.54,1631.44,1625.15,1629.0,35309.278,2023-09-14 22:59:59.999000+00:00,57512270.56794,40003,16749.144,27281080.46294,0
2023-09-14 23:00:00+00:00,1629.0,1630.53,1624.23,1625.65,28791.09,2023-09-14 23:59:59.999000+00:00,46835433.36932,35977,14792.749,24063554.97461,0
2023-09-15 00:00:00+00:00,1625.65,1628.8,1622.22,1623.31,52633.844,2023-09-15 00:59:59.999000+00:00,85568411.31363,52752,26500.836,43090190.09075,0
2023-09-15 01:00:00+00:00,1623.32,1626.99,1621.14,1626.9,38002.3,2023-09-15 01:59:59.999000+00:00,61717484.63607,40346,20188.727,32789750.41377,0
2023-09-15 02:00:00+00:00,1626.89,1635.05,1626.89,1631.89,74863.749,2023-09-15 02:59:59.999000+00:00,122225348.9091,79640,41026.701,66976398.97898,0
2023-09-15 03:00:00+00:00,1631.9,1635.0,1630.07,1633.72,43259.898,2023-09-15 03:59:59.999000+00:00,70628048.40808,42932,23767.693,38803918.27148,0
2023-09-15 04:00:00+00:00,1633.72,1635.19,1630.23,1632.46,29409.945,2023-09-15 04:59:59.999000+00:00,48025786.33664,37248,14657.46,23936244.56921,0
2023-09-15 05:00:00+00:00,1632.45,1633.44,1628.47,1629.86,24598.718,2023-09-15 05:59:59.999000+00:00,40125049.57063,34210,10937.806,17841592.05213,0
2023-09-15 06:00:00+00:00,1629.85,1631.32,1627.38,1629.01,26417.26,2023-09-15 06:59:59.999000+00:00,43034676.60752,34259,12890.143,21000375.44861,0
2023-09-15 07:00:00+00:00,1629.0,1629.31,1625.99,1627.18,37182.899,2023-09-15 07:59:59.999000+00:00,60516572.43681,43140,15016.187,24438981.56547,0
2023-09-15 08:00:00+00:00,1627.19,1629.14,1624.52,1628.92,41680.784,2023-09-15 08:59:59.999000+00:00,67817335.46268,40173,20756.6,33776577.31887,0
2023-09-15 09:00:00+00:00,1628.92,1631.13,1625.77,1627.94,35103.573,2023-09-15 09:59:59.999000+00:00,57157509.09888,39382,17802.273,28989789.99968,0
2023-09-15 10:00:00+00:00,1627.94,1629.57,1626.93,1629.31,19983.815,2023-09-15 10:59:59.999000+00:00,32538593.62922,22448,9961.061,16219606.65021,0
2023-09-15 11:00:00+00:00,1629.31,1629.69,1616.66,1620.09,97257.231,2023-09-15 11:59:59.999000+00:00,157840470.57521,88592,44176.935,71700105.38448,0
2023-09-15 12:00:00+00:00,1620.08,1623.28,1618.38,1619.04,61334.375,2023-09-15 12:59:59.999000+00:00,99424144.09949,63816,31594.557,51218020.09119,0
2023-09-15 13:00:00+00:00,1619.03,1625.05,1618.66,1619.25,56838.966,2023-09-15 13:59:59.999000+00:00,92162734.46584,57140,30011.655,48662994.76466,0
2023-09-15 14:00:00+00:00,1619.25,1622.11,1610.0,1613.73,123069.675,2023-09-15 14:59:59.999000+00:00,198863943.58176,126379,60816.596,98279456.65481,0
2023-09-15 15:00:00+00:00,1613.72,1619.48,1613.27,1618.62,56028.994,2023-09-15 15:59:59.999000+00:00,90584415.50315,57643,30475.697,49272074.87009,0
2023-09-15 16:00:00+00:00,1618.61,1623.0,1617.84,1622.03,59791.122,2023-09-15 16:59:59.999000+00:00,96874783.67129,50893,32729.798,53033244.81173,0
2023-09-15 17:00:00+00:00,1622.03,1622.22,1617.93,1618.35,29887.918,2023-09-15 17:59:59.999000+00:00,48421028.28646,29848,13180.899,21354151.15124,0
2023-09-15 18:00:00+00:00,1618.35,1621.25,1616.6,1618.46,22234.468,2023-09-15 18:59:59.999000+00:00,35990152.35172,24745,12310.211,19925773.24677,0
2023-09-15 19:00:00+00:00,1618.46,1622.88,1617.92,1620.6,27827.146,2023-09-15 19:59:59.999000+00:00,45110626.69819,30611,15072.421,24435060.92791,0
2023-09-15 20:00:00+00:00,1620.6,1622.22,1618.37,1621.84,22349.805,2023-09-15 20:59:59.999000+00:00,36212171.75453,23039,12012.313,19463355.85484,0
2023-09-15 21:00:00+00:00,1621.83,1639.32,1621.83,1631.61,157128.793,2023-09-15 21:59:59.999000+00:00,256273579.18907,130231,92564.713,150970463.52566,0
2023-09-15 22:00:00+00:00,1631.6,1653.91,1630.03,1648.96,185017.504,2023-09-15 22:59:59.999000+00:00,304066473.35534,168269,106196.237,174538543.37857,0
2023-09-15 23:00:00+00:00,1648.95,1652.61,1640.12,1640.67,105063.42,2023-09-15 23:59:59.999000+00:00,172923588.98894,114916,51526.454,84813387.62652,0
2023-09-16 00:00:00+00:00,1640.66,1644.68,1639.44,1641.18,54138.133,2023-09-16 00:59:59.999000+00:00,88886663.31076,55564,26246.886,43096961.40602,0
2023-09-16 01:00:00+00:00,1641.17,1644.28,1637.55,1642.99,39997.922,2023-09-16 01:59:59.999000+00:00,65647670.23702,41688,17358.566,28491267.60037,0
2023-09-16 02:00:00+00:00,1642.99,1652.97,1642.99,1644.58,79063.029,2023-09-16 02:59:59.999000+00:00,130213668.4281,82756,39389.927,64886017.09123,0
2023-09-16 03:00:00+00:00,1644.58,1647.24,1640.0,1640.99,39697.142,2023-09-16 03:59:59.999000+00:00,65246725.56448,44562,18043.325,29656435.38242,0
2023-09-16 04:00:00+00:00,1640.99,1641.6,1637.85,1638.06,48340.832,2023-09-16 04:59:59.999000+00:00,79269655.39391,45701,24521.298,40212879.09137,0
2023-09-16 05:00:00+00:00,1638.06,1640.11,1636.85,1637.27,34506.254,2023-09-16 05:59:59.999000+00:00,56526316.35327,38033,17080.207,27981229.7713,0
2023-09-16 06:00:00+00:00,1637.26,1638.82,1633.66,1635.97,40578.183,2023-09-16 06:59:59.999000+00:00,66396932.90933,40027,16737.224,27386357.61872,0
2023-09-16 07:00:00+00:00,1635.98,1637.33,1634.02,1636.21,27674.867,2023-09-16 07:59:59.999000+00:00,45267017.77471,25934,13590.176,22229017.53693,0
2023-09-16 08:00:00+00:00,1636.21,1636.71,1632.56,1634.09,37580.72,2023-09-16 08:59:59.999000+00:00,61438632.15161,35485,18520.719,30280092.01853,0
2023-09-16 09:00:00+00:00,1634.09,1638.05,1633.34,1633.77,34056.977,2023-09-16 09:59:59.999000+00:00,55697231.21243,30710,18867.225,30857542.87641,0
2023-09-16 10:00:00+00:00,1633.76,1636.0,1630.37,1635.58,48992.899,2023-09-16 10:59:59.999000+00:00,80019364.28732,42655,22911.159,37427134.20989,0
2023-09-16 11:00:00+00:00,1635.58,1636.38,1633.18,1634.93,25507.543,2023-09-16 11:59:59.999000+00:00,41704109.13622,24496,12801.043,20929710.21343,0
2023-09-16 12:00:00+00:00,1634.93,1638.61,1633.49,1636.21,28933.9,2023-09-16 12:59:59.999000+00:00,47336699.60206,27686,16532.507,27048549.93628,0
2023-09-16 13:00:00+00:00,1636.21,1637.0,1633.27,1634.34,23147.828,2023-09-16 13:59:59.999000+00:00,37837166.36064,27484,10380.51,16968518.97024,0
2023-09-16 14:00:00+00:00,1634.35,1635.87,1632.13,1632.3,26213.403,2023-09-16 14:59:59.999000+00:00,42832680.40216,27835,12850.935,20998811.18087,0
2023-09-16 15:00:00+00:00,1632.3,1636.39,1630.5,1633.71,25391.446,2023-09-16 15:59:59.999000+00:00,41491595.07671,28842,12979.726,21212269.78816,0
2023-09-16 16:00:00+00:00,1633.71,1636.14,1632.73,1635.98,19607.218,2023-09-16 16:59:59.999000+00:00,32045733.57527,20676,10544.078,17234613.26931,0
2023-09-16 17:00:00+00:00,1635.97,1638.94,1634.69,1636.79,31535.809,2023-09-16 17:59:59.999000+00:00,51617930.17048,30699,17406.689,28490101.62429,0
2023-09-16 18:00:00+00:00,1636.8,1638.27,1634.61,1636.47,20251.237,2023-09-16 18:59:59.999000+00:00,33138387.28214,19739,10279.113,16822004.16865,0
2023-09-16 19:00:00+00:00,1636.46,1636.5,1630.67,1632.74,34472.889,2023-09-16 19:59:59.999000+00:00,56289391.89237,33900,12918.937,21091919.74064,0
2023-09-16 20:00:00+00:00,1632.74,1635.5,1631.9,1633.95,15144.899,2023-09-16 20:59:59.999000+00:00,24745194.64773,17008,8322.064,13597285.54715,0
2023-09-16 21:00:00+00:00,1633.95,1637.27,1633.63,1636.26,18448.594,2023-09-16 21:59:59.999000+00:00,30169926.88658,18418,9101.729,14884934.99038,0
2023-09-16 22:00:00+00:00,1636.26,1636.62,1634.13,1635.2,9906.652,2023-09-16 22:59:59.999000+00:00,16200054.82748,13850,4354.636,7120875.33508,0
2023-09-16 23:00:00+00:00,1635.2,1636.2,1632.13,1633.68,15611.663,2023-09-16 23:59:59.999000+00:00,25507678.79124,17761,7443.093,12160064.22457,0
2023-09-17 00:00:00+00:00,1633.68,1633.84,1620.16,1624.37,110259.735,2023-09-17 00:59:59.999000+00:00,179354604.37427,92312,43292.704,70422060.39883,0
2023-09-17 01:00:00+00:00,1624.36,1626.32,1618.0,1624.52,83784.829,2023-09-17 01:59:59.999000+00:00,135940557.57634,82604,43240.278,70174277.7622,0
2023-09-17 02:00:00+00:00,1624.53,1628.98,1623.46,1627.35,39015.302,2023-09-17 02:59:59.999000+00:00,63454873.48054,33278,25503.924,41484641.24097,0
2023-09-17 03:00:00+00:00,1627.36,1629.54,1626.48,1628.33,31149.923,2023-09-17 03:59:59.999000+00:00,50699712.73109,24052,17424.411,28358683.42988,0
2023-09-17 04:00:00+00:00,1628.33,1630.92,1626.43,1630.13,25430.284,2023-09-17 04:59:59.999000+00:00,41411409.76878,25162,13258.463,21594923.51005,0
2023-09-17 05:00:00+00:00,1630.14,1630.95,1627.25,1629.31,22877.612,2023-09-17 05:59:59.999000+00:00,37267111.9865,25722,9977.002,16253700.18864,0
2023-09-17 06:00:00+00:00,1629.3,1630.55,1627.86,1629.99,15884.374,2023-09-17 06:59:59.999000+00:00,25877605.31391,18860,8163.958,13301323.02342,0
2023-09-17 07:00:00+00:00,1629.98,1630.28,1626.5,1626.85,16754.473,2023-09-17 07:59:59.999000+00:00,27284522.10437,17446,6342.203,10329616.71607,0
2023-09-17 08:00:00+00:00,1626.85,1632.39,1626.33,1631.26,31333.764,2023-09-17 08:59:59.999000+00:00,51069975.81086,30212,18333.036,29879567.49949,0
2023-09-17 09:00:00+00:00,1631.26,1633.64,1629.55,1633.14,25500.649,2023-09-17 09:59:59.999000+00:00,41605792.54071,26385,14154.539,23096885.90815,0
2023-09-17 10:00:00+00:00,1633.14,1634.43,1632.43,1633.15,24184.636,2023-09-17 10:59:59.999000+00:00,39498215.47311,22927,12811.733,20924642.33667,0
2023-09-17 11:00:00+00:00,1633.15,1633.72,1628.56,1628.62,35009.959,2023-09-17 11:59:59.999000+00:00,57090972.58211,36067,12258.128,19989223.81379,0
2023-09-17 12:00:00+00:00,1628.63,1631.41,1628.27,1630.69,17810.739,2023-09-17 12:59:59.999000+00:00,29034811.72603,20513,10519.279,17148280.83591,0
2023-09-17 13:00:00+00:00,1630.68,1630.83,1626.63,1627.94,27603.474,2023-09-17 13:59:59.999000+00:00,44956126.96984,26842,12580.634,20489671.00067,0
2023-09-17 14:00:00+00:00,1627.93,1631.4,1627.63,1628.13,18379.769,2023-09-17 14:59:59.999000+00:00,29943253.31328,20831,10812.622,17615919.65526,0
2023-09-17 15:00:00+00:00,1628.13,1630.98,1627.75,1628.61,22333.302,2023-09-17 15:59:59.999000+00:00,36388480.71714,25847,11902.704,19393212.17811,0
2023-09-17 16:00:00+00:00,1628.61,1628.77,1622.55,1623.87,54000.211,2023-09-17 16:59:59.999000+00:00,87763578.69766,54344,22117.937,35947496.81711,0
2023-09-17 17:00:00+00:00,1623.87,1623.88,1619.28,1619.38,51670.15,2023-09-17 17:59:59.999000+00:00,83816150.26168,48439,20611.297,33435645.49424,0
2023-09-17 18:00:00+00:00,1619.38,1624.98,1616.68,1624.11,43957.698,2023-09-17 18:59:59.999000+00:00,71281249.26416,40872,23484.324,38090177.64002,0
2023-09-17 19:00:00+00:00,1624.11,1626.2,1624.11,1624.93,22052.593,2023-09-17 19:59:59.999000+00:00,35837313.34636,21075,12492.894,20302745.87305,0
2023-09-17 20:00:00+00:00,1624.94,1626.16,1611.64,1616.35,81306.509,2023-09-17 20:59:59.999000+00:00,131680573.97819,75506,33371.79,54070215.27308,0
2023-09-17 21:00:00+00:00,1616.34,1619.98,1610.81,1619.0,73539.11,2023-09-17 21:59:59.999000+00:00,118813951.44625,73344,37793.959,61066730.31621,0
2023-09-17 22:00:00+00:00,1618.99,1620.13,1614.38,1619.96,34710.042,2023-09-17 22:59:59.999000+00:00,56150154.4802,31881,17899.986,28957327.11349,0
2023-09-17 23:00:00+00:00,1619.95,1622.66,1615.32,1621.62,37526.467,2023-09-17 23:59:59.999000+00:00,60750433.227,38046,19938.376,32278786.81927,0
2023-09-18 00:00:00+00:00,1621.63,1623.9,1598.58,1611.61,162846.497,2023-09-18 00:59:59.999000+00:00,262508713.73171,140234,72642.917,117149910.55619,0
2023-09-18 01:00:00+00:00,1611.61,1616.14,1611.58,1615.51,36315.574,2023-09-18 01:59:59.999000+00:00,58615256.93527,43559,17966.119,28997251.43596,0
2023-09-18 02:00:00+00:00,1615.51,1636.05,1614.73,1628.75,181693.53,2023-09-18 02:59:59.999000+00:00,295753940.69509,166011,98454.601,160248251.25531,0
2023-09-18 03:00:00+00:00,1628.75,1630.36,1624.3,1629.35,44464.258,2023-09-18 03:59:59.999000+00:00,72366669.48799,49286,21985.272,35780579.39285,0
2023-09-18 04:00:00+00:00,1629.36,1631.9,1625.9,1629.69,38760.08,2023-09-18 04:59:59.999000+00:00,63130494.24378,41495,19169.079,31225176.24965,0
2023-09-18 05:00:00+00:00,1629.69,1634.76,1628.79,1629.2,50418.174,2023-09-18 05:59:59.999000+00:00,82269885.06729,49521,26091.44,42575948.1754,0
2023-09-18 06:00:00+00:00,1629.21,1632.38,1627.55,1628.24,32131.886,2023-09-18 06:59:59.999000+00:00,52382955.43125,34699,15907.847,25935064.26459,0
2023-09-18 07:00:00+00:00,1628.25,1638.0,1628.0,1633.22,116270.227,2023-09-18 07:59:59.999000+00:00,189881755.67467,92786,63198.746,103218444.05566,0
2023-09-18 08:00:00+00:00,1633.21,1634.67,1629.98,1632.24,27432.35,2023-09-18 08:59:59.999000+00:00,44755536.92518,31141,13419.619,21894887.15566,0
2023-09-18 09:00:00+00:00,1632.25,1641.85,1632.24,1637.49,115739.28,2023-09-18 09:59:59.999000+00:00,189468933.8307,111378,61890.523,101327177.84351,0
2023-09-18 10:00:00+00:00,1637.49,1651.69,1637.33,1647.65,203527.503,2023-09-18 10:59:59.999000+00:00,334687126.84131,181223,108910.693,179084072.39611,0
2023-09-18 11:00:00+00:00,1647.66,1658.88,1647.66,1655.16,153229.821,2023-09-18 11:59:59.999000+00:00,253100937.77198,143459,79965.941,132115707.76999,0
2023-09-18 12:00:00+00:00,1655.17,1668.64,1649.65,1664.58,247799.309,2023-09-18 12:59:59.999000+00:00,411569797.083,228241,130250.015,216378158.89152,0
2023-09-18 13:00:00+00:00,1664.57,1666.89,1652.1,1656.16,142740.28,2023-09-18 13:59:59.999000+00:00,236841538.07911,130937,64331.202,106747272.5599,0
2023-09-18 14:00:00+00:00,1656.15,1658.92,1649.84,1656.65,77694.277,2023-09-18 14:59:59.999000+00:00,128580435.57847,82163,41188.527,68164958.07689,0
2023-09-18 15:00:00+00:00,1656.64,1661.56,1653.24,1654.7,70602.13,2023-09-18 15:59:59.999000+00:00,117015416.58163,65098,34276.07,56814235.6085,0
2023-09-18 16:00:00+00:00,1654.69,1659.94,1650.82,1654.98,87740.847,2023-09-18 16:59:59.999000+00:00,145204444.65955,74248,47536.527,78677754.58365,0
2023-09-18 17:00:00+00:00,1654.98,1656.68,1633.1,1637.68,270698.57,2023-09-18 17:59:59.999000+00:00,444340784.70172,206931,123740.278,203074113.70908,0
2023-09-18 18:00:00+00:00,1637.68,1643.67,1632.0,1636.3,109252.422,2023-09-18 18:59:59.999000+00:00,178852864.28643,100252,50885.178,83319065.20141,0
2023-09-18 19:00:00+00:00,1636.3,1644.6,1634.37,1640.06,65984.387,2023-09-18 19:59:59.999000+00:00,108174556.863,69182,34435.292,56451381.43051,0
2023-09-18 20:00:00+00:00,1640.06,1641.15,1636.11,1636.58,46823.681,2023-09-18 20:59:59.999000+00:00,76698897.33963,45167,20199.537,33086985.62355,0
2023-09-18 21:00:00+00:00,1636.57,1639.56,1634.64,1639.55,22647.258,2023-09-18 21:59:59.999000+00:00,37074667.00549,28997,12211.17,19990752.00652,0
2023-09-18 22:00:00+00:00,1639.55,1641.48,1637.09,1641.18,26171.13,2023-09-18 22:59:59.999000+00:00,42900998.53196,28293,12425.761,20369808.18553,0
2023-09-18 23:00:00+00:00,1641.17,1641.52,1634.28,1635.63,38946.241,2023-09-18 23:59:59.999000+00:00,63753142.19822,37652,16728.973,27384879.10875,0
2023-09-19 00:00:00+00:00,1635.63,1637.9,1625.02,1629.45,113375.358,2023-09-19 00:59:59.999000+00:00,184862296.08274,100551,48061.798,78366319.53666,0
2023-09-19 01:00:00+00:00,1629.45,1633.0,1628.36,1632.27,34970.634,2023-09-19 01:59:59.999000+00:00,57045181.80531,35669,19368.965,31596762.66626,0
2023-09-19 02:00:00+00:00,1632.27,1638.96,1631.27,1638.96,40982.036,2023-09-19 02:59:59.999000+00:00,67024604.45324,36820,25500.308,41708404.00805,0
2023-09-19 03:00:00+00:00,1638.95,1639.4,1632.29,1633.93,43143.824,2023-09-19 03:59:59.999000+00:00,70548570.58236,39070,17997.977,29429383.65951,0
2023-09-19 04:00:00+00:00,1633.94,1637.76,1632.51,1636.5,26288.009,2023-09-19 04:59:59.999000+00:00,42986428.14999,24094,15685.736,25650485.99649,0
2023-09-19 05:00:00+00:00,1636.49,1637.88,1634.58,1635.14,25807.304,2023-09-19 05:59:59.999000+00:00,42231073.90533,24315,12590.375,20604331.86646,0
2023-09-19 06:00:00+00:00,1635.14,1637.41,1631.51,1636.15,32088.563,2023-09-19 06:59:59.999000+00:00,52444431.01341,32110,15989.075,26135816.98753,0
2023-09-19 07:00:00+00:00,1636.14,1637.79,1635.12,1635.42,22790.171,2023-09-19 07:59:59.999000+00:00,37295811.0247,24305,11875.663,19436160.24323,0
2023-09-19 08:00:00+00:00,1635.41,1643.97,1635.12,1642.79,77305.562,2023-09-19 08:59:59.999000+00:00,126728970.11631,63022,43851.252,71892320.93138,0
2023-09-19 09:00:00+00:00,1642.79,1660.69,1639.94,1652.78,205721.875,2023-09-19 09:59:59.999000+00:00,339573555.01743,177064,105800.903,174639225.93865,0
2023-09-19 10:00:00+00:00,1652.77,1653.63,1640.32,1645.46,117517.415,2023-09-19 10:59:59.999000+00:00,193560685.88166,102319,48361.179,79636597.6976,0
2023-09-19 11:00:00+00:00,1645.47,1647.07,1640.66,1647.06,55828.968,2023-09-19 11:59:59.999000+00:00,91770561.78115,51974,31672.137,52065568.9286,0
2023-09-19 12:00:00+00:00,1647.06,1649.91,1639.07,1643.2,93476.757,2023-09-19 12:59:59.999000+00:00,153695326.06837,82115,45462.208,74755762.11063,0
2023-09-19 13:00:00+00:00,1643.21,1646.86,1635.0,1637.31,98447.323,2023-09-19 13:59:59.999000+00:00,161577252.96515,82544,44929.901,73764611.81743,0
2023-09-19 14:00:00+00:00,1637.32,1645.9,1633.27,1644.45,119759.431,2023-09-19 14:59:59.999000+00:00,196424815.04011,110426,63283.793,103806071.40313,0
2023-09-19 15:00:00+00:00,1644.45,1658.96,1643.0,1656.32,215861.9,2023-09-19 15:59:59.999000+00:00,356446122.39076,199154,112233.849,185365475.72083,0
2023-09-19 16:00:00+00:00,1656.31,1658.91,1647.46,1650.0,116245.68,2023-09-19 16:59:59.999000+00:00,192181162.57305,113456,56474.046,93378402.13624,0
